210201201; -1
011211202; -1
112121122; 1
211020120; 0
211020121; 0
211110202; -1
002201121; 0
121210012; 0
001102221; 1
112210200; 1
112210201; 1
111021220; 1
222121011; -1
220121121; -1
021100221; 1
000102001; 0
020011210; 0
020011212; 1
012021112; -1
110100022; -1
002101210; -1
012100102; -1
211102210; 0
211102212; 1
212021001; 0
120112012; -1
010000002; 1
010000000; 0
120200211; 1
010102012; -1
120121012; 0
021122112; 1
021122110; 1
112102200; -1
112102201; -1
210010221; 0
202111102; 1
121100220; -1
121100221; -1
201100000; 0
201100002; 1
211210102; 1
111220021; 1
022111012; 1
102020001; 1
221001001; 1
221001000; 1
200101012; -1
000021100; 0
000021102; 0
120021021; -1
010210221; 1
121000212; 0
121000210; 0
022121101; -1
120020211; 0
020110120; 1
100201201; 1
100201200; 1
111221212; 1
011022120; 1
121220110; -1
121220112; 0
001202100; 1
000012021; 1
201211002; 1
000101202; 1
201211000; -1
000101200; -1
021111022; 1
211120122; -1
211120120; -1
102021201; -1
100210212; 1
100210210; 1
011201220; 1
210012010; 1
022112112; -1
120101200; -1
120101202; 1
100120212; 0
222100101; -1
222112101; -1
201000201; 1
212000211; 1
211120200; 0
102100012; -1
200121120; -1
200121121; -1
121002210; 0
121002211; 0
021121122; -1
111002122; 1
002121000; -1
011100202; -1
212121000; -1
212121001; -1
120022101; 1
101010022; -1
001210210; -1
100002010; 0
002001010; -1
101212102; 1
022112100; 1
022112101; -1
101022012; 1
101022010; -1
000100212; 1
200211102; 1
200211100; 0
122010210; 1
122010211; 1
121001022; -1
121001020; -1
210122211; 0
221010001; 1
221010000; 1
021210012; 1
021210010; 0
112021020; 0
112021021; -1
210020110; -1
210020112; -1
120121221; -1
021002101; 1
021002100; 1
010000212; 1
010000210; -1
010101222; -1
010101220; -1
122120101; 1
020011002; 1
201120102; -1
212201110; 1
201120100; -1
212201112; 1
021112002; 1
021112000; 0
020101021; -1
020101020; 1
220011112; -1
122110212; 1
020100211; -1
020100210; 0
122001001; -1
122001000; 1
110001220; -1
110001222; -1
221000011; 1
221000010; 1
012211210; 1
012201012; 1
101020120; -1
012201010; 0
200100000; 0
101020122; 1
012220101; 1
201221010; 1
201221011; 1
100202011; -1
100202010; 1
010022121; 0
220211121; 1
210002001; 1
000010021; 1
000211102; 0
212112121; 0
212112120; 0
201211212; -1
200101201; 1
200101200; 1
010010221; 0
010010220; 0
200200111; 1
200200110; 1
010121202; -1
010121200; -1
010120002; 1
110220112; -1
002002011; 1
112022112; -1
112022110; -1
020102101; 1
020102100; 1
110202021; 1
120012012; 0
120012010; 0
111221002; 1
100102201; 0
100102200; 0
211022121; 0
012120120; 1
012120121; 0
100212112; -1
121002001; -1
010101022; -1
011211222; -1
011211220; -1
211110222; -1
211110220; -1
210012201; 1
001102201; 0
001102200; 0
012001021; 0
012001020; 0
002201101; 0
002201100; 0
021211120; 1
100001020; 0
100001022; 1
220101210; 1
220101211; -1
221200011; 1
020000001; 1
021100201; 0
021100200; 1
220021110; 1
220021111; 1
120001210; 0
110201220; 1
110201221; 1
