021201000; 4
211012200; 7
211012201; 3
000100210; 1
012120000; 6
011211202; 0
200212011; 1
102211120; 8
102211122; 1
202121010; 1
112001212; 4
202101112; 1
210101220; 4
210101221; 2
221100120; 4
012211000; 7
012202110; 4
211020120; 8
211020121; 5
211110202; 7
011021200; 0
121210012; 6
011021202; 0
021221110; 8
001102221; 0
012211002; 7
001010212; 1
001210201; 0
001210200; 0
020000112; 0
112201210; 4
112201212; 4
112210200; 5
001000200; 0
001000201; 0
002201011; 6
200000001; 2
121002112; 3
012010221; 0
201010021; 1
201010020; 3
020000010; 0
002001021; 4
110010220; 8
120011122; 2
001000020; 0
012101212; 4
101022001; 1
112221120; 8
021102121; 4
221121210; 8
021100221; 4
000102001; 0
021012021; 0
020011210; 3
000010210; 1
020011212; 3
000010212; 1
020000011; 6
120210112; 2
000201100; 2
211020010; 3
010101022; 4
200211112; 1
110020102; 2
202121011; 1
112000221; 4
200010000; 1
200010001; 2
221100010; 4
221100012; 4
122000211; 4
210000121; 2
210000120; 2
221201100; 4
110100022; 6
221121100; 7
210202011; 4
120201102; 2
110121220; 2
120201100; 4
022100011; 0
022100010; 0
100020021; 1
012100102; 0
102200011; 1
211102212; 4
212021001; 6
102121021; 1
100122010; 6
021210000; 0
100122012; 2
201020101; 1
121101202; 7
200010010; 1
002120011; 6
012021012; 0
120112012; 2
002010121; 0
002010120; 0
210101002; 4
002120010; 6
010000002; 2
000100002; 6
010000000; 0
200211021; 2
122010112; 5
221210001; 5
102011212; 1
120200211; 2
021102210; 0
212121010; 6
010102012; 2
210020101; 7
210020100; 8
002201121; 0
002201101; 7
120120010; 6
002010211; 0
120120012; 6
022012101; 0
120121012; 6
010000221; 0
012000012; 4
012210102; 7
012210100; 7
002211112; 1
101012212; 1
021122110; 0
202210110; 1
001201012; 0
021001002; 4
122001102; 3
122001100; 3
012101022; 4
220211001; 2
221100211; 5
001001002; 6
112102200; 4
112102201; 4
001120012; 0
000000210; 0
000000211; 0
001120122; 0
102010102; 5
002001211; 0
202201101; 7
002211012; 1
101100220; 1
022110100; 0
021002001; 4
102102210; 1
102102211; 4
121100220; 4
121100221; 4
120202101; 4
011022112; 0
120021112; 3
012211020; 0
201100002; 4
002212110; 1
110102200; 2
021212010; 0
110102202; 2
110021221; 2
012101020; 4
022001110; 0
110122221; 2
022001112; 0
202100110; 1
001002112; 4
102020001; 6
001122021; 1
210100201; 4
210100200; 4
000000102; 0
221001000; 3
012022011; 6
220001101; 2
012201001; 6
122101221; 4
202001010; 1
011202211; 0
100010220; 8
200101012; 4
000012010; 0
200100012; 4
022010121; 0
200100010; 2
000021100; 1
000021102; 0
211212000; 6
000012012; 1
010210221; 0
201001000; 1
121000212; 3
201000021; 4
121000210; 4
022121101; 0
001220100; 5
001021020; 1
120020211; 2
102001000; 3
122002101; 3
102001002; 3
112012120; 8
100201201; 1
100201200; 1
220101000; 2
121010020; 3
121020012; 3
121010022; 6
012012201; 0
000211201; 0
000211200; 0
110022100; 3
110000122; 2
020100210; 0
112100020; 6
201100021; 5
112100022; 6
001012210; 1
201100020; 4
011022120; 0
121220110; 5
121220112; 5
201101002; 4
000120021; 1
000012021; 0
122021010; 6
122021011; 6
022100211; 0
121100002; 6
000100200; 2
002100100; 0
002100102; 0
210002011; 2
210002010; 4
201000112; 4
201211002; 6
000101202; 4
201211000; 6
100210000; 1
200101102; 4
210201112; 4
201000121; 1
211120120; 8
020120110; 0
020120112; 0
201000120; 4
100210212; 1
100210210; 1
001000021; 0
001200112; 4
101000212; 1
211100212; 4
112121020; 6
112121022; 6
101010202; 7
011022012; 0
120220110; 8
120101200; 4
010002012; 2
120101202; 4
022112110; 0
200110012; 1
000211021; 0
121221210; 8
011102200; 0
011102202; 0
000012112; 2
201011212; 3
210002121; 2
201000201; 5
212000211; 4
001012021; 0
001110202; 7
210012120; 2
210012121; 2
